"","","","","","","","","","","",""
"PCN 1 BF PROPER","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID BF PROCESS MONITORING","100BG00-040-JN0001","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BF CONDIT. MONIT. OVERVIEW","100BG00-040-JN0003","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BF STACK CONDIT. MONIT","100BG00-040-JN0004","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BF HEARTH COND. MONIT","100BG00-040-JN0006","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BF TAPHOLES COND. MONIT","100BG00-040-JN0007","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BURDEN IGNITION LANCE","100BG00-040-JN0008","","","2","","","","","Revision 7","Revision 8"
"PCN 1 FURNANCE AUX AND ON FURNANCE COOLING","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3 ","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID HEARTH BOTTOM COOLING","100BG11-040-JN0100","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BOTTOM COOLING SECTION 1","100BG11-040-JN0101","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BOTTOM COOLING SECTION 2","100BG11-040-JN0102","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID HEARTH BOTTOM COOLING SECTION 1","100BG11-040-JN0201","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID HEARTH BOTTOM COOLING SECTION 2","100BG11-040-JN0202","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID HEARTH BOTTOM COOLING SECTION 3","100BG11-040-JN0203","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID HEARTH BOTTOM COOLING SECTION 4","100BG11-040-JN0204","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID CLAYGUNS COOLING","100BG11-040-JN0310","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SYSTEM","100BG11-040-JN0400","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 1 PART 1","100BG11-040-JN0401","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 2 PART 1","100BG11-040-JN0402","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 3 PART 1","100BG11-040-JN0403","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 4 PART 1","100BG11-040-JN0404","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 5 PART 1","100BG11-040-JN0405","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 6 PART 1","100BG11-040-JN0406","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 7 PART 1","100BG11-040-JN0407","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 8 PART 1","100BG11-040-JN0408","","1","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 1 PART 2","100BG11-040-JN0411","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 2 PART 2","100BG11-040-JN0412","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 3 PART 2","100BG11-040-JN0413","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 4 PART 2","100BG11-040-JN0414","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 5 PART 2","100BG11-040-JN0415","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 6 PART 2","100BG11-040-JN0416","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 7 PART 2","100BG11-040-JN0417","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TUYERE COOLING SECTION 8 PART 2","100BG11-040-JN0418","0","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SYSTEM","100BG11-040-JN0500","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 1","100BG11-040-JN0501","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 2","100BG11-040-JN0502","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 3","100BG11-040-JN0503","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 4","100BG11-040-JN0504","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 5","100BG11-040-JN0505","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 6","100BG11-040-JN0506","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 7","100BG11-040-JN0507","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TU BELT - BOSH - BELLY CW SECTION 8","100BG11-040-JN0508","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 1","100BG11-040-JN0511","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 2","100BG11-040-JN0512","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 3","100BG11-040-JN0513","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 4","100BG11-040-JN0514","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 5","100BG11-040-JN0515","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 6","100BG11-040-JN0516","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 7","100BG11-040-JN0517","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BELLY COOILING SECTION 8","100BG11-040-JN0518","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LS AND LMS CW SYSTEM","100BG11-040-JN0520","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 1","100BG11-040-JN0521","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 2","100BG11-040-JN0522","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 3","100BG11-040-JN0523","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 4","100BG11-040-JN0524","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 5","100BG11-040-JN0525","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 6","100BG11-040-JN0526","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 7","100BG11-040-JN0527","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOWER STACK CW SECTION 8","100BG11-040-JN0528","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 1","100BG11-040-JN0541","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 2","100BG11-040-JN0542","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 3","100BG11-040-JN0543","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 4","100BG11-040-JN0544","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 5","100BG11-040-JN0545","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 6","100BG11-040-JN0546","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 7","100BG11-040-JN0547","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  LOW MID STACK CW SECTION 8","100BG11-040-JN0548","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 1","100BG11-040-JN0551","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 2","100BG11-040-JN0552","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 3","100BG11-040-JN0553","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 4","100BG11-040-JN0554","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 5","100BG11-040-JN0555","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 6","100BG11-040-JN0556","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 7","100BG11-040-JN0557","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  UPPER MID STACK CW SECTION 8","100BG11-040-JN0558","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SYSTEM","100BG11-040-JN0600","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 1","100BG11-040-JN0601","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 2","100BG11-040-JN0602","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 3","100BG11-040-JN0603","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 4","100BG11-040-JN0604","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 5","100BG11-040-JN0605","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 6","100BG11-040-JN0606","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 7","100BG11-040-JN0607","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  US AND TH CW SECTION 8","100BG11-040-JN0608","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  TOP SPRAY PROBES COOLING","100BG11-040-JN0701","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  BACKUP WATER SYSTEM","100BG11-040-JN0900","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID  DRAIN TROUGH SYSTEM","100BG11-040-JN0901","","1","","","","","","Revision 7","Revision 8"
"PCN 2 CAST HOUSE","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID CAST HOUSE A","100BJ10-040-JN0001","","","2","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID CAST HOUSE B","100BJ10-040-JN0002","","","2","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID THROUGH COOLING NO 1/4","100BJ10-040-JN0021","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID THROUGH COOLING NO 2/3","100BJ10-040-JN0022","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TROUGH 1 AND 2 VALVES","100BJ10-040-JN0023","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TROUGH 3 AND 4 VALVES","100BJ10-040-JN0024","","","2","","","","","Revision 7","Revision 8"
"PCN 2 CAST HOUSE FUME EXTRACTION","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID CASTHOUSE A DEDUSTING","100BJ10-040-JN0011","","","","2","","","","Revision 7","Revision 8"
"","BF2-BF3 PID CASTHOUSE B DEDUSTING","100BJ10-040-JN0012","","","","2","","","","Revision 7","Revision 8"
"PCN 3 HOT BLAST STOVE","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3E","Revision 4E","Revision 5E","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID STOVE 1 ","100BH00-040-JN0001","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID STOVE 2","100BH00-040-JN0002","0","","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID STOVE 3","100BH00-040-JN0003","0","","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COLD BLAST PID","100BH00-040-JN0005","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID HOT BLAST PID","100BH00-040-JN0006","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID OXYGEN AND STEAM ","100BH00-040-JN0007","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COKE OVEN GAS ","100BH00-040-JN00010","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COMBUSTION AIR ","100BH00-040-JN00011","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BLAST FURNANCE GAS","100BH00-040-JN00012","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID WASTE WATER AND HT RECOVERY","100BH00-040-JN00013","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID NATURAL GAS","100BH00-040-JN00014","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COOLING WATER BDSV","100BH00-040-JN0901","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COOLING WATER HBSV 1","100BH00-040-JN0902","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COOLING WATER HBSV 2","100BH00-040-JN0903","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COOLING WATER HBSV 3","100BH00-040-JN0904","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COOLING WATER HYDRAULIC SYSTEM","100BH00-040-JN0906","","","2","","","","","Revision 7","Revision 8"
"PCN 4 TOP CHARGING UNIT","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 5 PUMP HOUSE AND UTILITY","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 6 SGP","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 SGP A DEWATERING","100BL00-040-JN0001","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP A HOT WATER TANK AND PUMPS","100BL00-040-JN0002","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP A COOLING TOWER","100BL00-040-JN0003","","1","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP A AUXILIARIES","100BL00-040-JN0004","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP B DEWATERING","100BL00-040-JN0005","","","","","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP B HOT WATER TANK AND PUMPS","100BL00-040-JN0006","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP B COOLING TOWER","100BL00-040-JN0007","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP B AUXILIARIES","100BL00-040-JN0008","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 SGP COMMON EQUIPMENT","100BL00-040-JN0009","","1","","","","","","Revision 7","Revision 8"
"PCN 6 SGP Conveyor","Name","Item","Revision0","Revision1","Revision2","Revision3","Revision4","Revision5","Revision6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 7 GAS CLEANING PLANT","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID UPTAKES AND DOWNCOMER","100BK00-040-JN0001","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TANGENTIAL CYCLONE","100BK00-040-JN0002","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID DUST COLLECTION TANKS","100BK00-040-JN0003","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID CONDITIONING TOWER","100BK00-040-JN0004","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BF GAS HEATING SYSTEM","100BK00-040-JN0005","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 1","100BK00-040-JN0006","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 2","100BK00-040-JN0007","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 3","100BK00-040-JN0008","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 4","100BK00-040-JN0009","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 5","100BK00-040-JN0010","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 6","100BK00-040-JN0011","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 7","100BK00-040-JN0012","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID BAG FILTER MODULE NO. 8","100BK00-040-JN0013","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID DUST STORAGE AND ABS. SILO","100BK00-040-JN0014","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID PULSE CLEANING BLOWERS","100BK00-040-JN0015","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID TRT-SEPTUM VALVE-FLARE","100BK00-040-JN0016","","","","3","","","","Revision 7","Revision 8"
"","BF2-BF3 PID CLEAN BF GAS NETWORK","100BK00-040-JN0017","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID NITROGEN SUPPLY","100BK00-040-JN0018","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COMPRESSED AIR SUPPLY","100BK00-040-JN0019","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID WATER SUPPLY COND. TOWER","100BK00-040-JN0020","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID INDUSTRIAL WATER SUPPLY","100BK00-040-JN0021","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID STEAM SUPPLY","100BK00-040-JN0022","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID COKE OVEN GAS SUPPLY","100BK00-040-JN0023","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID OXYGEN SUPPLY","100BK00-040-JN0024","","1","","","","","","Revision 7","Revision 8"
"PCN 8 STOCK HOUSE","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 9 COAL GRINDING","Name","Item","Revision 0","Revision 1E","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 9FUEL INJECTION","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","BF2-BF3 PID NITROGEN SUPPLY","100BM00-040-JN0008","","","","","4","","","Revision 7","Revision 8"
"","BF2-BF3 PID FEED TANK 1","100BM00-040-JN0410","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID FEED TANK 2","100BM00-040-JN0420","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID FEED TANK 3","100BM00-040-JN0430","","1","","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID MIXING TEE - TYPE A","100BM00-040-JN0440","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID MIXING TEE - TYPE B","100BM00-040-JN0450","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID DISTRIBUTOR 1","100BM00-040-JN0510","","","","","","5","","Revision 7","Revision 8"
"","BF2-BF3 PID DISTRIBUTOR 2","100BM00-040-JN0520","","","","","4","","","Revision 7","Revision 8"
"","BF2-BF3 PID INSTRUMENT N2 PCI BUILDING","100BM00-040-JN0600","","","2","","","","","Revision 7","Revision 8"
"","BF2-BF3 PID INSTRUMENT N2 DISTRIBUTOR AREA","100BM00-040-JN0601","","","","","4","","","Revision 7","Revision 8"
"","BF2 PID FINE COAL SILO","100BM00-040-JN2300","","","","","4","","","Revision 7","Revision 8"
"","BF3 PID FINE COAL SILO","100BM00-040-JN3300","","","","","4","","","Revision 7","Revision 8"
"PCN 10 STOCK HOUSE DE DUSTING","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7","Revision 8"
"PCN 11 UTILITY AND FIRE WATER SYSTEM","Name","Item","Revision 0","Revision 1","Revision 2","Revision 3","Revision 4","Revision 5","Revision 6","Revision 7","Revision 8"
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","Revision 7",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","LEGENDS","","","","","","","","",""
"","","RED","","GREEN","","","","","","",""
"","","OLD REVISION","","LATEST REVISION","","","","","","",""
